rowid,kepid,tce_planet_num,tce_period,tce_time0bk,tce_duration,av_training_set,campaign
15088,204692161,1,0.285994947,2824.963543,0.164733089, J,11
15089,204692493,1,0.143042788,2824.968709,0.082392646, J,11
15090,204693303,1,13.23643955,2828.85179,1.525414305, J,11
15091,204701847,1,0.143000945,2825.002191,0.082368545, J,11
15092,204707143,1,3.19188884,2826.592026,0.941066574, J,11
15093,204708167,1,0.102186628,2825.032027,0.058859498, J,11
15094,204713730,1,0.102186628,2824.99116,0.058859498, J,11
15095,204714241,1,0.102146551,2824.999313,0.058836413, J,11
15096,204727581,1,0.164209882,2825.013894,0.532215718, J,11
15097,204738460,1,0.102173269,2825.019774,0.058851803, J,11
15098,204743222,1,0.102186628,2824.9912,0.058859498, J,11
15099,204751090,1,23.35184288,2847.47987,2.05667607, J,11
15100,204754776,1,0.102173269,2824.978949,0.058851803, J,11
15101,204754981,1,0.102173269,2825.019825,0.058851803, J,11
15102,204760269,1,0.204353124,2825.118884,0.117707399, J,11
15103,204761232,1,22.84417641,2847.466082,1.223040536, J,11
15104,204771667,1,23.27740639,2847.061856,2.791406934, J,11
15105,204772840,1,0.204353124,2825.118892,0.117707399, J,11
15106,204773793,1,0.204353109,2825.118854,0.117707391, J,11
15107,204776100,1,0.156582644,2825.046138,0.628858243, J,11
15108,204776987,1,23.80581886,2848.005294,2.701910183, J,11
15109,204777654,1,0.204353124,2825.118876,0.117707399, J,11
15110,204779548,1,0.112384684,2825.013337,0.064733578, J,11
15111,204780219,1,12.00548333,2836.474499,1.529840686, J,11
15112,204785883,1,24.07567851,2848.308252,3.604890055, J,11
15113,204786631,1,23.31459186,2847.00884,1.487238878, J,11
15114,204791146,1,0.102173269,2825.040366,0.058851803, J,11
15115,204821679,1,0.280942856,2824.994189,0.250958953, J,11
15116,221242976,1,6.10078912,2830.927709,18.58544923, J,11
15117,221270483,1,6.56858947,2826.075778,16.91654162, E,11
15118,221273657,1,0.150601444,2824.966085,0.25, J,11
15119,221305442,1,3.712502789,2825.385193,3.0759448, E,11
15120,221319813,1,1.798862386,2826.223727,2.632732, C,11
15121,221391309,1,28.4213467,2849.645136,6.294994747, J,11
15122,221391462,1,0.630329004,2825.542052,1.2776281, C,11
15123,221398084,1,35.59035075,2857.283806,2.087444157, J,11
15124,221400849,1,1.017617541,2825.666017,0.589346259, J,11
15125,221423767,1,24.54740791,2826.642457,3.001443127, J,11
15126,221443700,1,1.96408892,2825.113198,0.568269045, J,11
15127,221490178,1,24.09431207,2831.201605,1.85982795, J,11
15128,221547704,1,21.90261666,2846.802978,1.325322716, J,11
15129,221557107,1,0.245152295,2825.173318,0.141207722, J,11
15130,221559016,1,0.372239956,2825.231813,1.9813971, E,11
15131,221561231,1,3.127094097,2825.689228,9.107417213, E,11
15132,221562247,1,36.01919163,2856.517397,2.273113716, J,11
15133,221571276,1,30.90467909,2836.464526,0.422813338, J,11
15134,221580043,1,0.16345787,2824.951881,0.094151733, J,11
15135,221585355,1,25.19710612,2847.27275,9.453429842, J,11
15136,221593255,1,25.65690047,2850.130055,4.310109648, J,11
15137,221597860,1,34.46798975,2832.667333,8.99654247, J,11
15138,221599107,1,20.30584185,2826.556172,1.792580442, J,11
15139,221600263,1,17.02450701,2831.105862,0.661483293, J,11
15140,221601978,1,33.33424831,2849.69391,1.498965777, J,11
15141,221604148,1,18.13566741,2826.140404,1.490184785, J,11
15142,221608074,1,10.98340577,2825.12532,4.553983721, J,11
15143,221614770,1,0.108285168,2824.993726,0.25, J,11
15144,221616893,1,1.489609007,2825.68246,1.2260444, C,11
15145,221620918,1,15.52666111,2837.871011,5.8841715, C,11
15146,221632146,1,0.183854878,2825.010866,0.10590041, J,11
15147,221653050,1,0.102186628,2825.03095,0.058859498, J,11
15148,221662833,1,1.30397928,2825.411604,8.993672055, J,11
15149,221674510,1,0.158055259,2825.034479,0.475102718, J,11
15150,221676552,1,10.29048399,2830.574882,1.38615209, J,11
15151,221678085,1,0.245238185,2825.19298,0.141257195, J,11
15152,221679732,1,8.084817201,2832.316929,1.404324655, J,11
15153,221683637,1,3.446434353,2826.913666,2.115018505, J,11
15154,221694123,1,22.05765842,2846.769963,1.435176919, J,11
15155,221707931,1,3.050099469,2825.332727,4.713633156, E,11
15156,221710508,1,3.050123966,2825.332705,4.591054078, E,11
15157,221715725,1,0.194387295,2824.968561,0.782168829, J,11
15158,221718334,1,0.19441847,2825.055013,0.65660109, J,11
15159,221718431,1,0.194387139,2824.968536,0.758298551, J,11
15160,221722278,1,0.245238185,2825.192978,0.141257195, J,11
15161,221724918,1,0.16348289,2825.01066,0.094166144, J,11
15162,221727891,1,0.160348034,2825.043704,0.676075879, J,11
15163,221730453,1,26.74453334,2849.63243,2.043455786, J,11
15164,221733678,1,19.21092111,2828.862355,2.924716484, J,11
15165,221738609,1,0.10215991,2824.992114,0.058844108, J,11
15166,221738980,1,1.427753425,2826.279957,8.395610707, E,11
15167,221744066,1,21.44646176,2840.312034,1.593933353, J,11
15168,221748433,1,0.467825846,2825.153446,2.7740068, E,11
15169,221752673,1,0.245109037,2825.185941,0.25, J,11
15170,221757134,1,19.57091871,2833.085208,5.9636491, C,11
15171,221780098,1,31.8531914,2840.966424,5.4911706, R,11
15172,221784869,1,4.357782058,2827.422218,8.761289696, E,11
15173,221819065,1,0.24519521,2825.168471,0.141232441, J,11
15174,221823476,1,31.10029417,2846.111924,1.622031298, J,11
15175,221823709,1,0.245109424,2825.19285,0.141183028, J,11
15176,221829306,1,3.831107501,2826.563881,13.0528152, E,11
15177,221835782,1,0.112810463,2824.966697,0.25, J,11
15178,221838472,1,23.12896031,2846.690068,1.278899145, J,11
15179,221864941,1,9.785320529,2827.087734,2.1438579, C,11
15180,221871664,1,0.245110485,2825.185957,0.25, J,11
15181,221876401,1,0.245238185,2825.192953,0.141257195, J,11
15182,221889902,1,0.12256176,2825.033949,0.211786722, J,11
15183,221893057,1,0.245238185,2825.192967,0.141257195, J,11
15184,221895631,1,27.45045252,2849.122145,38.73636752, J,11
15185,221901645,1,0.245238185,2825.192953,0.141257195, J,11
15186,221906072,1,6.936522323,2830.331778,8.26302362, E,11
15187,221908199,1,0.808842321,2825.674257,3.11446479, E,11
15188,221908659,1,0.347266555,2825.113405,0.200025536, J,11
15189,221917653,1,0.245109816,2825.186605,0.25, J,11
15190,221919505,1,3.705418007,2828.257213,5.9212103, C,11
15191,221925526,1,0.245109424,2824.952634,0.141183028, J,11
15192,221925871,1,37.6931067,2852.535336,7.4976721, C,11
15193,221928500,1,11.66215542,2830.838289,13.92287481, E,11
15194,221932959,1,4.831063185,2828.133601,15.32688378, E,11
15195,221937674,1,29.18663677,2846.567417,1.88148382, J,11
15196,221943691,1,0.106021531,2825.048587,0.25, J,11
15197,221950219,1,0.245238185,2825.192964,0.141257195, J,11
15198,221960287,1,0.245238185,2825.193004,0.141257195, J,11
15199,221961733,1,0.143000901,2825.071788,0.082368519, J,11
15200,221964610,1,0.562639132,2825.408581,3.248029487, J,11
15201,221978737,1,0.245238155,2825.193026,0.141257177, J,11
15202,221980640,1,0.102186628,2825.008426,0.176578493, J,11
15203,221982248,1,0.224696624,2825.01301,0.25, J,11
15204,221985783,1,2.591776062,2826.847125,7.72071346, E,11
15205,222000940,1,0.245109403,2825.192773,0.387191684, J,11
15206,222004463,1,0.245109385,2825.187686,0.428090102, J,11
15207,222009217,1,1.104168053,2826.050271,6.762179601, J,11
15208,222011143,1,0.326870203,2824.968219,0.188277237, J,11
15209,222012161,1,1.964091969,2825.841499,1.086189684, J,11
15210,222023676,1,0.117478974,2825.035945,0.067667889, J,11
15211,222026164,1,0.245109424,2824.954312,0.141183028, J,11
15212,222033386,1,0.15834251,2825.030669,0.091205286, J,11
15213,222038406,1,0.445797325,2825.101257,2.66517653, E,11
15214,222043632,1,0.671864643,2825.09494,3.746678373, E,11
15215,222044040,1,0.17301402,2825.057437,0.605677761, J,11
15216,222044935,1,0.211166902,2825.093385,0.42742928, J,11
15217,222047825,1,0.490481348,2825.161445,0.493676523, J,11
15218,222076298,1,0.117478974,2825.035935,0.067667889, J,11
15219,222078684,1,22.05759494,2846.757398,0.623939404, J,11
15220,222086400,1,0.224734873,2825.010848,0.129447287, J,11
15221,222093256,1,0.721124881,2825.485341,2.8513185, E,11
15222,222097216,1,0.12256176,2825.053149,0.141191148, J,11
15223,222104261,1,18.21921073,2836.109167,10.79352405, E,11
15224,222110224,1,0.245066515,2824.953273,0.25, J,11
15225,222148213,1,30.93673341,2844.981564,2.33740526, J,11
15226,222160007,1,1.224147205,2825.480066,0.412129942, J,11
15227,222179058,1,2.018371719,2826.393599,3.4811892, E,11
15228,222827268,1,0.192945481,2825.04917,0.770143995, E,11
15229,222850932,1,6.011157586,2825.007409,11.62387063, J,11
15230,222902284,1,1.074010129,2825.513425,3.234744937, J,11
15231,222906430,1,25.69908961,2850.118077,5.942924909, J,11
15232,222944177,1,1.535243327,2825.218988,0.95200063, C,11
15233,222975070,1,0.148668283,2824.960673,0.25, J,11
15234,223001881,1,0.448667271,2825.155833,1.905276083, J,11
15235,223003959,1,0.245238329,2825.162851,0.412679007, J,11
15236,223010195,1,23.14164517,2847.837703,13.01880622, J,11
15237,223026791,1,29.28745283,2846.594291,3.8997338, J,11
15238,223030095,1,1.529816867,2825.981552,9.845770155, E,11
15239,223034920,1,0.150893316,2825.093659,0.08691455, J,11
15240,223073305,1,25.78419303,2840.756852,5.13778287, J,11
15241,223093491,1,1.492658173,2825.698187,4.522067207, E,11
15242,223095114,1,0.148668145,2824.951398,0.488676624, J,11
15243,223095590,1,0.102173269,2825.00051,0.058851803, J,11
15244,223109376,1,6.624435962,2829.040584,7.97436282, E,11
15245,223118978,1,7.626499382,2831.135804,1.534093241, J,11
15246,223131167,1,0.326869965,2825.2479,0.1882771, J,11
15247,223156457,1,0.959706496,2825.690529,7.002440431, J,11
15248,223160833,1,4.919689758,2827.943005,6.376153605, E,11
15249,223168613,1,23.45659197,2847.238404,2.145501078, J,11
15250,223186557,1,34.9755441,2858.490125,6.521485321, J,11
15251,223201584,1,0.102146544,2825.000511,0.058836409, J,11
15252,223208772,1,27.05990449,2850.13268,2.096308771, J,11
15253,223219890,1,23.05488499,2847.440745,1.704538494, J,11
15254,223220079,1,4.86188514,2829.075516,4.2483968, E,11
15255,223226906,1,29.41395369,2846.52219,1.265475485, J,11
15256,223245308,1,29.21155569,2846.555369,1.986981604, J,11
15257,223252417,1,22.14425445,2840.143979,4.411313162, E,11
15258,223299417,1,21.47986079,2826.166624,2.102965026, J,11
15259,223314717,1,0.738984648,2824.99573,3.761344733, E,11
15260,223332021,1,0.102106489,2825.002381,0.058813338, J,11
15261,223352652,1,0.781847979,2825.265288,1.2603706, E,11
15262,223376249,1,3.211674001,2827.077992,14.38211504, E,11
15263,223413746,1,5.396681433,2827.140962,6.1321367, E,11
15264,223419617,1,7.634847079,2831.13218,1.037129287, J,11
15265,223430002,1,0.116997435,2825.021779,0.25, J,11
15266,223482421,1,35.98629158,2850.917379,5.013182135, J,11
15267,223492687,1,26.47786362,2843.176906,6.0820077, C,11
15268,223506916,1,8.618064305,2829.938187,9.76471203, E,11
15269,223534885,1,3.806494239,2825.07286,9.380068701, J,11
15270,223537061,1,0.159400821,2824.967351,0.619912556, J,11
15271,223560707,1,2.001223687,2825.820315,2.1498064, E,11
15272,223566774,1,1.617789763,2825.419741,5.589825295, E,11
15273,223570159,1,0.245238155,2825.160412,0.141257177, J,11
15274,223585368,1,2.042992513,2826.758739,6.139892454, E,11
15275,223638494,1,2.066158331,2826.721577,13.13933842, J,11
15276,223657577,1,1.298040562,2825.045244,5.777565749, J,11
15277,223711688,1,1.99031921,2826.567921,8.128413812, J,11
15278,223780948,1,26.41207949,2828.86465,2.200848469, J,11
15279,223815073,1,0.663907558,2825.512093,3.322853824, J,11
15280,223878759,1,2.676117695,2825.432113,5.451326543, E,11
15281,223880472,1,0.104975797,2824.95162,0.25, J,11
15282,223897008,1,0.132918171,2825.045715,0.263077839, J,11
15283,223901072,1,0.132709644,2824.980731,0.25, J,11
15284,223906194,1,35.33000787,2855.300919,2.19271683, J,11
15285,223934004,1,19.01603468,2833.750394,13.82773416, J,11
15286,223995987,1,0.144199113,2824.994126,0.505236191, J,11
15287,224053358,1,0.115963247,2825.064572,0.267831667, J,11
15288,224053677,1,0.24523814,2825.193158,0.141257169, J,11
15289,224063509,1,25.53045978,2850.291537,6.231816794, J,11
15290,224145601,1,0.102173269,2824.951379,0.058851803, J,11
15291,224182571,1,0.181221706,2825.01765,0.704913978, J,11
15292,224205093,1,25.6162249,2830.004482,3.867289217, J,11
15293,224218684,1,25.49101677,2850.311928,6.728303597, J,11
15294,224358801,1,0.141753067,2825.024044,0.25, J,11
15295,224376245,1,1.70302001,2825.055779,3.451783275, J,11
15296,224414430,1,0.136983761,2825.04963,0.403433987, J,11
15297,224415429,1,0.142687519,2824.998174,0.25, J,11
15298,224449532,1,1.197989506,2825.978092,7.682661342, J,11
15299,224451204,1,0.371628567,2825.285484,1.757122713, J,11
15300,224452311,1,0.100508076,2824.956939,0.25, J,11
15301,224458851,1,0.102133192,2825.034834,0.176486156, J,11
15302,224467716,1,0.102186628,2825.049177,0.176578493, J,11
15303,224475286,1,0.122595832,2825.032281,0.070615199, J,11
15304,224484431,1,0.183854908,2824.951917,0.105900427, J,11
15305,224485257,1,3.115827931,2827.468407,5.071965898, J,11
15306,224490960,1,1.704163058,2826.543842,5.97753852, E,11
15307,224504504,1,7.853441527,2827.922439,2.002504347, E,11
15308,224505864,1,1.023917459,2825.497138,4.060072769, E,11
15309,224507773,1,3.002558865,2825.564387,3.6252093, C,11
15310,224508609,1,0.102133192,2824.995033,0.117657437, J,11
15311,224511492,1,1.927411672,2825.758502,2.374119442, J,11
15312,224518939,1,0.149819851,2824.971536,0.086296234, J,11
15313,224523112,1,0.275807887,2825.070908,0.158865343, J,11
15314,224524707,1,34.61479358,2845.583493,11.92604549, E,11
15315,224527783,1,0.106274842,2825.041645,0.25, J,11
15316,224535896,1,21.33305251,2826.163592,0.25, J,11
15317,224545154,1,0.56600539,2825.173939,1.9401888, E,11
15318,224549588,1,0.905762124,2825.189372,4.0176779, E,11
15319,224553508,1,0.141278319,2825.032137,0.436066048, J,11
15320,224560837,1,3.638949081,2828.275656,4.2878202, E,11
15321,224565464,1,0.102173269,2824.992014,0.058851803, J,11
15322,224567794,1,1.361479254,2825.726143,7.4045059, E,11
15323,224578899,1,4.094755887,2825.563691,4.5754179, C,11
15324,224580277,1,0.173662698,2825.039234,0.25, J,11
15325,224581873,1,0.183854893,2824.992855,0.105900418, J,11
15326,224588736,1,19.276664,2842.316525,5.0137797, J,11
15327,224601161,1,0.183854893,2824.992857,0.105900418, J,11
15328,224602728,1,0.102186628,2825.028758,0.176578493, J,11
15329,224606366,1,0.582087549,2825.201305,3.528870419, E,11
15330,224611696,1,0.550953784,2825.443966,2.355914799, J,11
15331,224619790,1,0.224696755,2825.096127,0.129425331, J,11
15332,224619913,1,0.157550582,2824.972955,0.736301604, J,11
15333,224630476,1,22.19436914,2831.464028,8.452286158, J,11
15334,224634194,1,0.111569202,2825.046974,0.25, J,11
15335,224634374,1,0.163482904,2824.950163,0.188332306, J,11
15336,224642213,1,0.117077559,2825.027672,0.262468389, J,11
15337,224644445,1,0.194796567,2825.124517,0.685861467, J,11
15338,224645706,1,0.517394316,2825.248894,3.446878979, E,11
15339,224647310,1,0.102133192,2824.953227,0.176486156, J,11
15340,224648961,1,29.7730759,2846.031829,7.307574305, J,11
15341,224653463,1,14.00929317,2835.17587,8.834396211, E,11
15342,224656887,1,0.102186628,2825.028839,0.176578493, J,11
15343,224667828,1,1.237391003,2825.544495,8.664460286, E,11
15344,224668243,1,0.22481136,2824.988367,0.129491343, J,11
15345,224680277,1,0.108922713,2824.979585,0.25, J,11
15346,224682899,1,10.3031248,2826.170534,1.535535002, J,11
15347,224683315,1,0.143063679,2825.008718,0.082404679, J,11
15348,224684641,1,0.143042758,2824.970188,0.164785257, J,11
15349,224685166,1,2.554846542,2826.256688,7.3167259, E,11
15350,224689221,1,0.163482904,2825.071054,0.094166153, J,11
15351,224692867,1,0.147288686,2824.965073,0.25, J,11
15352,224692919,1,1.289307403,2825.219582,3.0071766, C,11
15353,224703312,1,32.90745368,2849.577163,11.13394394, E,11
15354,224706380,1,13.91319837,2826.382409,10.8150527, E,11
15355,224706782,1,18.80645134,2828.64405,7.111078033, E,11
15356,224716331,1,0.77888393,2825.138742,3.085947, E,11
15357,224722335,1,0.143042758,2824.990979,0.164785257, J,11
15358,224724680,1,22.37206758,2847.081755,9.396837317, J,11
15359,224731540,1,2.799046095,2827.145556,3.650170434, E,11
15360,224740149,1,10.03383678,2834.450517,6.522653901, E,11
15361,224756017,1,1.370747184,2825.11169,3.5370543, C,11
15362,224758491,1,4.540574747,2827.811007,8.690065902, E,11
15363,224765165,1,0.143042758,2824.969457,0.082392629, J,11
15364,224765992,1,0.146897779,2825.087198,0.25, J,11
15365,224774895,1,0.183854908,2824.992845,0.105900427, J,11
15366,224779076,1,0.183854908,2824.992836,0.105900427, J,11
15367,224784702,1,18.25731594,2829.469578,10.96273618, J,11
15368,224785097,1,0.122612879,2825.049376,0.070625018, J,11
15369,224793794,1,0.122578807,2825.053508,0.070605393, J,11
15370,224797962,1,30.88616253,2836.475251,1.249281936, J,11
15371,224815053,1,0.143042758,2824.990993,0.164785257, J,11
15372,224817730,1,0.143042758,2825.031458,0.164785257, J,11
15373,224836670,1,2.476142226,2827.035802,13.55413449, J,11
15374,224849232,1,16.73313769,2831.211239,14.19802586, J,11
15375,224852572,1,0.122561775,2825.054241,0.211786747, J,11
15376,224853330,1,32.27789021,2833.118095,2.55121123, J,11
15377,224859363,1,0.122561775,2825.054242,0.211786747, J,11
15378,224869137,1,0.131243623,2825.003582,0.25, J,11
15379,224874833,1,0.245238304,2825.173285,0.141257263, J,11
15380,224883172,1,0.58647044,2824.963578,2.614904456, J,11
15381,224884865,1,0.586400699,2824.964279,3.194847159, E,11
15382,224899337,1,0.252997921,2825.022113,0.25, J,11
15383,224900590,1,0.102133192,2825.013355,0.117657437, J,11
15384,224904234,1,0.183854893,2824.992859,0.105900418, J,11
15385,224911917,1,0.855958036,2825.514583,3.346823951, J,11
15386,224923930,1,0.102186628,2824.987928,0.176578493, J,11
15387,224930891,1,0.102133192,2825.01544,0.117657437, J,11
15388,224937601,1,0.102119841,2824.987866,0.058821028, E,11
15389,224942841,1,1.583226093,2826.416677,5.215292155, J,11
15390,224949412,1,0.143042758,2824.991008,0.164785257, J,11
15391,224953382,1,13.54750028,2836.564285,1.410898666, J,11
15392,224956507,1,0.102133192,2825.034818,0.176486156, J,11
15393,224959118,1,3.141164319,2826.888425,2.4585057, C,11
15394,224965805,1,0.102186628,2825.008324,0.176578493, J,11
15395,224967221,1,0.984855678,2825.110472,2.6224532, E,11
15396,224978586,1,0.122561775,2824.994191,0.141191165, J,11
15397,224985777,1,0.183825672,2824.996072,0.105883587, J,11
15398,224987201,1,4.030227277,2827.093623,3.7432921, C,11
15399,224995866,1,0.779293863,2825.72364,3.350457391, J,11
15400,224999193,1,3.154321537,2827.078694,4.4488032, C,11
15401,224999368,1,3.68888996,2827.565116,11.63903089, E,11
15402,225003458,1,0.183913425,2824.950026,0.211868265, J,11
15403,225003594,1,0.143042758,2824.970142,0.164785257, J,11
15404,225009052,1,0.116997541,2825.021209,0.325351373, J,11
15405,225012038,1,0.102133192,2825.014412,0.176486156, J,11
15406,225014433,1,0.122578807,2825.053497,0.070605393, J,11
15407,225027824,1,0.117478989,2825.035886,0.067667898, J,11
15408,225030769,1,0.143042758,2824.991594,0.082392629, J,11
15409,225031769,1,10.07694581,2828.493446,6.48887416, E,11
15410,225035281,1,0.102186628,2825.028743,0.176578493, J,11
15411,225036920,1,0.10215991,2825.032917,0.058844108, J,11
15412,225038715,1,0.183854908,2824.951951,0.105900427, J,11
15413,225040859,1,0.10215991,2825.032912,0.058844108, J,11
15414,225042947,1,0.183825672,2824.996072,0.105883587, J,11
15415,225050363,1,0.102133192,2825.014444,0.176486156, J,11
15416,225065248,1,0.1225788,2825.053531,0.070605389, J,11
15417,225067098,1,0.122561775,2825.054306,0.211786747, J,11
15418,225071840,1,0.469975143,2825.200146,0.25, J,11
15419,225080672,1,0.122561775,2824.953705,0.070595582, J,11
15420,225080920,1,0.153254598,2825.040519,0.088274649, J,11
15421,225087068,1,0.143609115,2825.055085,0.448707073, J,11
15422,225092562,1,4.016041604,2828.495982,4.2890553, C,11
15423,225095653,1,0.183825672,2824.99607,0.105883587, J,11
15424,225097273,1,0.514788181,2825.026954,2.342535213, J,11
15425,225098099,1,0.162959137,2824.990556,0.511775745, J,11
15426,225100318,1,0.121360173,2825.043951,0.25, J,11
15427,225102609,1,0.122561775,2825.055439,0.141191165, J,11
15428,225104915,1,0.102133192,2824.953171,0.176486156, J,11
15429,225105263,1,0.102186628,2825.028839,0.176578493, J,11
15430,225107651,1,0.170741855,2825.061514,0.569060234, J,11
15431,225110302,1,5.479111874,2826.586683,3.906189351, E,11
15432,225129739,1,7.796965281,2827.32475,1.6891258, J,11
15433,225130636,1,0.129395604,2825.01811,0.074531868, J,11
15434,225133387,1,5.479151063,2826.30952,5.1172471, C,11
15435,225139997,1,0.102133192,2825.014386,0.176486156, J,11
15436,225150299,1,0.1225788,2825.053522,0.070605389, J,11
15437,225152490,1,0.233356653,2824.98468,0.25, J,11
15438,225159433,1,0.122578807,2825.053481,0.070605393, J,11
15439,225160208,1,0.122561775,2825.054225,0.211786747, J,11
15440,225167298,1,0.122612879,2824.989333,0.141250036, J,11
15441,225170308,1,0.106288914,2824.958212,0.25, J,11
15442,225171429,1,0.776508241,2825.066814,3.43885288, J,11
15443,225194469,1,0.122561775,2825.054214,0.211786747, J,11
15444,225199506,1,29.18702115,2846.568474,2.216918313, J,11
15445,225205461,1,0.122612879,2825.049439,0.070625018, J,11
15446,225208528,1,0.122629918,2825.046922,0.070634833, J,11
15447,225219499,1,0.662322723,2825.438245,3.366524492, E,11
15448,225223148,1,34.22121612,2833.081326,5.224994813, J,11
15449,225227371,1,31.90726115,2836.460816,1.342340547, J,11
15450,225233041,1,0.566134745,2825.311249,2.352901414, J,11
15451,225242076,1,0.102186628,2825.028808,0.176578493, J,11
15452,225245815,1,0.102186628,2825.049237,0.176578493, J,11
15453,225249941,1,0.138215725,2824.987183,0.25, J,11
15454,225254259,1,0.122578807,2825.053495,0.070605393, J,11
15455,225260744,1,3.210391354,2825.352654,3.3414995, C,11
15456,225264082,1,0.115773588,2825.018443,0.066685587, J,11
15457,225266508,1,0.170265824,2825.067585,0.098073114, J,11
15458,225270773,1,0.102133192,2825.014356,0.176486156, J,11
15459,225287022,1,0.794098,2825.306493,3.25751681, J,11
15460,225293082,1,0.38825047,2824.954028,0.223632271, J,11
15461,225300684,1,0.102133192,2825.014416,0.176486156, J,11
15462,225301143,1,0.122612879,2824.98933,0.141250036, J,11
15463,225302069,1,0.102186628,2825.04923,0.176578493, J,11
15464,225317979,1,0.245238304,2825.174917,0.141257263, J,11
15465,225327388,1,27.9518282,2831.882698,19.31664348, E,11
15466,225329718,1,1.418675758,2825.572459,2.170212482, J,11
15467,225332524,1,4.292223592,2826.03368,4.7424954, C,11
15468,225334976,1,0.883512022,2825.657903,3.402173094, J,11
15469,225339837,1,1.578862119,2826.497069,5.693528907, J,11
15470,225340838,1,0.177067176,2825.113154,0.101990693, J,11
15471,225342376,1,0.122561775,2825.054647,0.141191165, J,11
15472,225344921,1,29.18699637,2846.562868,1.890818774, J,11
15473,225355731,1,1.044409455,2825.16308,5.7249166, E,11
15474,225365808,1,33.1495486,2831.66459,7.906376411, J,11
15475,225372269,1,0.106077728,2825.054953,0.25, J,11
15476,225377415,1,0.143000916,2825.053082,0.164737055, J,11
15477,225386796,1,0.102133192,2825.014431,0.176486156, J,11
15478,225395412,1,0.137916431,2824.9515,0.079439864, J,11
15479,225405497,1,0.183854908,2824.992823,0.105900427, J,11
15480,225406132,1,0.14268777,2824.992517,0.26983926, J,11
15481,225413001,1,0.326933533,2825.013827,0.188313715, J,11
15482,225418887,1,0.183825672,2824.996067,0.105883587, J,11
15483,225426674,1,0.973714198,2825.074196,5.836178027, E,11
15484,225429076,1,0.142478817,2824.987022,0.444662115, J,11
15485,225443250,1,0.183825672,2824.99648,0.105883587, J,11
15486,225452744,1,0.275807887,2824.949597,0.158865343, J,11
15487,225483151,1,1.650559604,2825.970354,9.545436823, J,11
15488,225529277,1,0.173689857,2825.083081,0.100045358, J,11
15489,225550449,1,0.823817418,2825.667454,3.4517239, E,11
15490,225580912,1,29.16205576,2846.608094,3.834500909, J,11
15491,225759855,1,0.127707799,2825.057105,0.25, J,11
15492,225854076,1,6.063625289,2828.015187,4.343798558, E,11
15493,225948936,1,35.78835177,2859.346792,4.724441213, J,11
15494,225990054,1,25.8060715,2850.050541,3.034308243, J,11
15495,225991088,1,0.143000916,2825.071586,0.082368527, J,11
15496,226034658,1,4.947302876,2827.188899,6.037561073, E,11
15497,226040726,1,0.45292353,2824.997627,1.9144643, C,11
15498,226042826,1,3.128674857,2827.795919,4.4057692, C,11
15499,226051311,1,0.252684929,2825.105563,0.957386774, J,11
15500,226077308,1,0.143546028,2825.011153,0.415410565, J,11
15501,226083290,1,22.14460091,2846.741783,4.085954686, J,11
15502,226113210,1,0.129596969,2825.005373,0.25, J,11
15503,226203064,1,33.29115253,2854.806916,12.04182444, J,11
15504,226224032,1,0.24523823,2825.192934,0.14125722, J,11
15505,226343317,1,3.191907527,2827.308627,7.719118679, E,11
15506,226383051,1,0.245152384,2825.173229,0.141207773, J,11
15507,226395307,1,0.347266912,2825.134061,0.200025742, J,11
15508,226401681,1,0.102615319,2825.044189,0.25, J,11
15509,226426305,1,0.175933785,2825.095028,0.703540264, J,11
15510,226439713,1,10.79906564,2834.897496,3.251554835, J,11
15511,226452280,1,3.319940732,2825.86352,9.973359385, E,11
15512,226458042,1,0.118759497,2825.034605,0.328311683, J,11
15513,226464131,1,9.317800334,2831.539437,0.25, J,11
15514,226478172,1,25.48889764,2850.314087,5.45506596, J,11
15515,226507461,1,0.102186628,2825.028717,0.176578493, J,11
15516,226523761,1,0.102133192,2824.993889,0.176486156, J,11
15517,226549900,1,27.15101551,2850.10912,1.451174801, J,11
15518,226590379,1,0.245238304,2825.173275,0.141257263, J,11
15519,226600397,1,0.161351259,2825.020788,0.637545919, J,11
15520,226622013,1,0.398406178,2825.161268,0.229481958, J,11
15521,226706432,1,0.129377028,2824.997437,0.25, J,11
15522,226713130,1,0.102133192,2824.953192,0.176486156, J,11
15523,226745587,1,0.469975471,2825.20176,0.25, J,11
15524,226752560,1,0.134775932,2824.977325,0.25, J,11
15525,226757735,1,0.122578807,2825.053455,0.070605393, J,11
15526,226761908,1,17.21145416,2828.801843,0.501849768, J,11
15527,226824729,1,1.796310635,2826.241921,1.0467315, C,11
15528,226827012,1,0.143000916,2825.051622,0.082368527, J,11
15529,226852010,1,0.245238304,2825.192871,0.141257263, J,11
15530,226893165,1,0.245238319,2825.192836,0.141257272, J,11
15531,227121694,1,0.875618542,2825.744744,2.370556772, E,11
15532,227164901,1,0.122561775,2825.054131,0.211786747, J,11
15533,227208112,1,0.245109469,2825.170677,0.282372046, J,11
15534,227212027,1,0.117478982,2825.035798,0.067667893, J,11
15535,227233553,1,0.24523823,2825.173233,0.14125722, J,11
15536,227255262,1,2.608457812,2825.68975,7.983134603, E,11
15537,227264867,1,9.127274878,2832.739444,5.960729173, E,11
15538,227280660,1,0.117478982,2825.035822,0.067667893, J,11
15539,227294656,1,0.122612871,2824.990515,0.070625014, J,11
